Sprint Confidential and Privileged,,,,,,,,,PeopleSoft,,,,,,,Run Date:,27-DEC-2021
,,,,,,,,Journal to Feeder System Drill Back,,,,,,,,Run Time:,13:31:32
ReportID:,Z_GL0004

Journal Date : ,="01-JAN-2021 to 31-DEC-2021"
Ledger : ,ACTUALS
Account : ,="206300"
Fiscal Year,Accounting Period,Journal ID,Trans Ref Num,Reversal Code,Source,Journal Date,Unpost Sequence No.,Business Unit,Account,Region,Cost Center,Product,Segment,Affiliate,Journal Description,Journal Line Description,Journal Line No.,Journal Line Ref,Journal Status,Journal Amount,Amount From Source,Voucher ID,Voucher Line No.,Distrib Line No.,Invoice ID,Invoice Date,Ship Date,Shipto ID,Payment Type,Payment ID,Vendor ID,Vendor Name,PO ID,Item ID,Expense Type,Expense Doc ID,Expense Doc Type,Expense Line No,Expense Distrib Line,Expense Unpost Seq,Expense Sheet Operator ID,Expenses Operator Name,PC Business Unit,Project ID,Activity ID,Resource Type,Resource Category,Resource Sub Category,Line Description, Oprid, User Name,PO Line No, Quantity, Unit Price, BAN, sPro Contractor Name
2022, 1,="APACC58577",ACCRUALS,="N",="AP",31-JAN-2021,0,="045",="206300",="PR",="01162", , , ,="Accounts Payable Accrual",="AP Vouchers",1, ,P,             $93.00,             $93.00,="K4794016",     1,     1,="PJR0044",12-JAN-2021,,KSOPHR,="R",="0010082806",="0000335217",="SECRETARY OF TREASURY OF PUERTO RICO", , , , , , , , , , , , , , , , ,="045 PR 2019 Income Tax",="prodcntl",="Control-M and scheduling ID",0.000000000000000000000000000000000000,0.0000000000000,0.0000000000000,"PJR9133154455","",
2022, 9,="GACLSBU",BMISTRY,="N",="LFT",30-SEP-2021,0,="047",="206300", , , , , ,="Lgl Entity Cls 06E",="Lgl Close 06E",619, ,P,        $-368127.62,        $-368127.62, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 9,="GACLSBU",BMISTRY,="N",="LFT",30-SEP-2021,0,="047",="206300",="PR", , , , ,="Lgl Entity Cls 06E",="Lgl Close 06E",620, ,P,         $-47109.58,         $-47109.58, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 9,="GACLSBU",BMISTRY,="N",="LFT",30-SEP-2021,0,="047",="206300", ,="00023", , , ,="Lgl Entity Cls 06E",="Lgl Close 06E",621, ,P,         $-52195.80,         $-52195.80, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 9,="GACLSBU",BMISTRY,="N",="LFT",30-SEP-2021,0,="047",="206300",="PR",="01162", , , ,="Lgl Entity Cls 06E",="Lgl Close 06E",622, ,P,         $467433.00,         $467433.00, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 1,="LDI5T0121A",BGUDENKA,="N",="LDI",31-JAN-2021,0,="05T",="206300", , , , , ,="Brazil 05T Jan 2021 Activity",="IRPJ TAXABLE DEFFERED 2020",7, ,P,           $-748.32,           $-748.32, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 1,="LDI5T0121A",BGUDENKA,="N",="LDI",31-JAN-2021,0,="05T",="206300", , , , , ,="Brazil 05T Jan 2021 Activity",="IRPJ PAYABLE 12/2020",9, ,P,           $-270.39,           $-270.39, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 1,="LDI5T0121A",BGUDENKA,="N",="LDI",31-JAN-2021,0,="05T",="206300", , , , , ,="Brazil 05T Jan 2021 Activity",="IRPJ DEDUCTIBLE DEFFERED 20",11, ,P,          $11086.82,          $11086.82, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 1,="LDI5T0121A",BGUDENKA,="N",="LDI",31-JAN-2021,0,="05T",="206300", , , , , ,="Brazil 05T Jan 2021 Activity",="CSLL TAXABLE DEFFERED 2020",50, ,P,           $-269.40,           $-269.40, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 1,="LDI5T0121A",BGUDENKA,="N",="LDI",31-JAN-2021,0,="05T",="206300", , , , , ,="Brazil 05T Jan 2021 Activity",="CSLL PAYABLE 12/2020",52, ,P,           $-162.23,           $-162.23, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 1,="LDI5T0121A",BGUDENKA,="N",="LDI",31-JAN-2021,0,="05T",="206300", , , , , ,="Brazil 05T Jan 2021 Activity",="CSLL DEDUCTIBLE DEFFERED 20",54, ,P,           $3991.26,           $3991.26, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 2,="LDI5T0221A",BGUDENKA,="N",="LDI",28-FEB-2021,0,="05T",="206300", , , , , ,="Brazil 05T Feb 2021 Activity",="F.6990 PAID DARF 2484 01/20",2, ,P,            $158.11,            $158.11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
