Sprint Confidential and Privileged,,,,,,,,,PeopleSoft,,,,,,,Run Date:,27-DEC-2021
,,,,,,,,Journal to Feeder System Drill Back,,,,,,,,Run Time:,13:31:32
ReportID:,Z_GL0004

Journal Date : ,="01-JAN-2021 to 31-DEC-2021"
Ledger : ,ACTUALS
Account : ,="206010"
Fiscal Year,Accounting Period,Journal ID,Trans Ref Num,Reversal Code,Source,Journal Date,Unpost Sequence No.,Business Unit,Account,Region,Cost Center,Product,Segment,Affiliate,Journal Description,Journal Line Description,Journal Line No.,Journal Line Ref,Journal Status,Journal Amount,Amount From Source,Voucher ID,Voucher Line No.,Distrib Line No.,Invoice ID,Invoice Date,Ship Date,Shipto ID,Payment Type,Payment ID,Vendor ID,Vendor Name,PO ID,Item ID,Expense Type,Expense Doc ID,Expense Doc Type,Expense Line No,Expense Distrib Line,Expense Unpost Seq,Expense Sheet Operator ID,Expenses Operator Name,PC Business Unit,Project ID,Activity ID,Resource Type,Resource Category,Resource Sub Category,Line Description, Oprid, User Name,PO Line No, Quantity, Unit Price, BAN, sPro Contractor Name
2022,11,="FTJHRCLS1",JHERRMAN,="N",="FTX",30-NOV-2021,0,="003",="206010", , , , , ,="Reclass Current bal to 020",="Reclass Pay-Rec bal to 020",3, ,P,          $-2582.00,          $-2582.00, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 5,="APAV051721",VENKAT,="N",="LFT",31-MAY-2021,0,="003",="206010",="AR",="01162", , , ,="RECLS CLSED BU TO CONVRGNG BU",="RECLS CLSED BU TO CONVRGNG BU",4, ,P,           $2582.00,           $2582.00, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 1,="APACC58397",ACCRUALS,="N",="AP",31-JAN-2021,0,="016",="206010",="AL",="01162", , , ,="Accounts Payable Accrual",="AP Vouchers",1, ,P,         $317980.00,         $317980.00,="K4752645",     1,     1,="SP1611",05-JAN-2021,,KSOPHR,="R",="0010082778",="0000200838",="STATE OF ALABAMA", , , , , , , , , , , , , , , , ,="UST 33120 ALTR",="prodcntl",="Control-M and scheduling ID",0.000000000000000000000000000000000000,0.0000000000000,0.0000000000000,"SITSP9133159981","",
2022, 1,="APCLS58446",CLOSE,="N",="AP",31-JAN-2021,0,="016",="206010",="AL",="01162", , , ,="AP Manual Closures",="AP Closed Vouchers",1, ,P,        $-317980.00,        $-317980.00,="K4642048",     1,     1,="SP1603",21-DEC-2020,,KSOPHR,="R", ,="0000200838",="STATE OF ALABAMA", , , , , , , , , , , , , , , , ,="UST 33120 ALTR",="prodcntl",="Control-M and scheduling ID",0.000000000000000000000000000000000000,0.0000000000000,0.0000000000000,"SITSP9133159981","",
2022, 1,="APCLS58446",CLOSE,="N",="AP",31-JAN-2021,0,="016",="206010",="AL",="01162", , , , ,="AP Closed Vouchers",1, ,P, , ,="K4642048",     1,     1,="SP1603",21-DEC-2020,,KSOPHR,="R",="14460901",="0000200838",="STATE OF ALABAMA", , , , , , , , , , , , , , , , ,="UST 33120 ALTR",="prodcntl",="Control-M and scheduling ID",0.000000000000000000000000000000000000,0.0000000000000,0.0000000000000,"SITSP9133159981","",
2022, 5,="APACC65531",ACCRUALS,="N",="AP",31-MAY-2021,0,="016",="206010",="AR",="01162", , , ,="Accounts Payable Accrual",="AP Vouchers",1, ,P,           $2582.00,           $2582.00,="K5863445",     2,     1,="SP1641",04-MAY-2021,,KSOPHR,="R",="0010083651",="0000201798",="STATE OF ARKANSAS", , , , , , , , , , , , , , , , ,="UST 123120 AR tax",="prodcntl",="Control-M and scheduling ID",0.000000000000000000000000000000000000,0.0000000000000,0.0000000000000,"SITSP9133159981","",
2022, 5,="APAV051721",VENKAT,="N",="LFT",31-MAY-2021,0,="016",="206010",="AR",="01162", , , ,="RECLS CLSED BU TO CONVRGNG BU",="RECLS CLSED BU TO CONVRGNG BU",1, ,P,          $-2582.00,          $-2582.00, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 3,="FT1SP016TU",SPATEL,="N",="STX",31-MAR-2021,0,="020",="206010", , , , , ,="33120 State TU Fran Tax BU 016",="33120 State TU Fran Tax BU 016",2, ,P,         $216173.00,         $216173.00, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 3,="FTJCHRC20",JHERRMAN,="N",="STX",31-MAR-2021,0,="020",="206010", , , , , ,="St Tax TU 3-31-20 - Franch RC",="St Tax TU 3-31-20 - Franch RC",2, ,P,        $-118672.00,        $-118672.00, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
2022, 3,="FTJCHRC20",JHERRMAN,="N",="STX",31-MAR-2021,0,="020",="206010", , , , , ,="St Tax TU 3-31-20 - Franch RC",="St Tax TU 3-31-20 - Franch RC",4, ,P,        $-435411.00,        $-435411.00, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,"","",
